hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,1,160,2015,July,31,3,2,5,2,2,0,FB,GBR,Corporate,Direct,0,1,0,C,E,1,Refundable,318,,17,Contract,149.46,1,5,Check-Out,2015-02-27
Resort Hotel,1,8,2015,June,12,11,1,9,3,2,0,BB,FRA,Offline TA/TO,Corporate,0,1,2,G,D,3,Non Refund,345,,15,Transient,149.46,1,0,No-Show,2017-07-26
City Hotel,0,80,2017,January,48,9,2,9,4,2,1,HB,DEU,Direct,Direct,0,0,4,G,G,4,No Deposit,491,,0,Group,149.46,2,0,No-Show,2017-07-30
Resort Hotel,1,230,2017,January,32,1,3,8,1,0,0,FB,NLD,Offline TA/TO,Direct,1,0,0,C,C,3,No Deposit,433,,12,Transient-Party,149.46,2,1,No-Show,2015-05-13
City Hotel,0,365,2017,January,42,1,0,3,1,2,1,Undefined,ITA,Offline TA/TO,TA/TO,1,0,1,B,D,4,Refundable,305,,8,Group,149.46,2,1,Check-Out,2016-04-18
City Hotel,1,312,2015,January,3,10,1,5,3,0,1,BB,PRT,Offline TA/TO,TA/TO,0,1,3,C,F,2,Non Refund,480,,0,Transient-Party,149.46,1,3,Check-Out,2015-09-07
Resort Hotel,0,21,2015,February,11,18,4,9,2,0,0,Undefined,DEU,Offline TA/TO,Direct,0,0,0,C,C,3,Refundable,437,,3,Contract,149.46,1,4,Check-Out,2017-11-19
Resort Hotel,1,169,2017,September,7,25,2,7,1,1,1,Undefined,DEU,Direct,Direct,0,0,2,C,G,4,Refundable,274,,14,Contract,149.46,2,5,No-Show,2017-02-08
Resort Hotel,1,129,2017,April,21,13,3,4,1,1,0,BB,NLD,Online TA,Corporate,1,1,3,C,F,0,Refundable,377,,0,Transient,149.46,1,4,Check-Out,2016-09-27
Resort Hotel,0,274,2015,April,6,7,3,10,2,0,0,SC,GBR,Online TA,GDS,0,0,4,C,F,2,Refundable,95,,5,Transient,149.46,0,4,Check-Out,2015-10-20
City Hotel,1,90,2015,February,42,3,0,7,3,0,0,Undefined,Other,Corporate,GDS,1,0,4,F,D,4,Refundable,100,,5,Group,149.46,1,0,No-Show,2016-10-31
Resort Hotel,1,100,2017,October,5,14,0,8,2,0,1,FB,DEU,Online TA,TA/TO,1,1,3,C,D,3,Refundable,197,,17,Contract,149.46,2,1,Check-Out,2015-02-20
Resort Hotel,0,204,2016,December,35,6,3,4,2,2,1,SC,Other,Offline TA/TO,GDS,0,2,3,B,D,0,No Deposit,260,,15,Contract,149.46,1,2,Check-Out,2017-02-25
City Hotel,0,173,2016,December,26,19,3,2,2,1,0,HB,USA,Offline TA/TO,GDS,0,0,4,D,E,1,No Deposit,360,,17,Group,149.46,0,2,Canceled,2015-10-16
Resort Hotel,0,9,2017,December,38,31,0,6,1,2,0,FB,BRA,Corporate,Direct,1,1,3,C,F,4,Non Refund,100,,5,Transient-Party,149.46,0,3,No-Show,2016-12-05
Resort Hotel,0,21,2015,October,5,10,2,5,2,0,1,SC,PRT,Direct,Corporate,1,0,2,G,C,2,Non Refund,125,,8,Contract,149.46,1,5,No-Show,2016-01-29
Resort Hotel,0,195,2015,July,51,4,4,4,3,1,0,Undefined,DEU,Direct,Direct,1,1,1,G,D,2,Non Refund,238,,11,Transient,149.46,0,3,Canceled,2016-06-18
City Hotel,1,280,2016,December,7,12,2,3,3,0,0,SC,USA,Direct,Direct,1,1,1,D,G,0,Non Refund,93,,10,Transient-Party,149.46,1,5,No-Show,2016-10-17
City Hotel,1,288,2016,January,11,1,0,3,4,1,0,FB,GBR,Corporate,Direct,0,0,3,E,G,3,Non Refund,356,,2,Contract,149.46,1,1,Canceled,2015-09-12
City Hotel,0,233,2015,May,2,23,2,6,3,0,0,Undefined,FRA,Corporate,TA/TO,1,0,3,A,C,3,No Deposit,161,,9,Contract,149.46,2,4,Canceled,2015-12-15
City Hotel,1,23,2017,September,51,19,3,8,3,0,0,HB,Other,Corporate,GDS,1,2,1,D,E,1,Refundable,385,,5,Transient-Party,149.46,2,3,No-Show,2017-08-23
Resort Hotel,0,113,2016,April,38,30,4,10,2,1,0,HB,DEU,Online TA,TA/TO,0,0,1,B,F,0,No Deposit,370,,9,Transient-Party,149.46,2,3,Check-Out,2017-05-31
City Hotel,0,89,2017,February,11,26,3,2,1,0,1,Undefined,USA,Offline TA/TO,TA/TO,0,2,3,B,A,0,Refundable,412,,15,Group,149.46,0,0,No-Show,2015-04-24
City Hotel,1,17,2015,July,22,27,1,5,1,2,1,Undefined,ITA,Online TA,Direct,1,1,0,A,A,1,Refundable,110,,13,Transient,149.46,0,3,Check-Out,2015-04-14
Resort Hotel,0,108,2015,February,20,22,0,4,3,0,1,SC,Other,Direct,TA/TO,0,1,3,A,G,2,Non Refund,425,,6,Transient,149.46,2,4,No-Show,2015-09-23
Resort Hotel,1,364,2017,January,52,30,4,7,2,0,1,Undefined,DEU,Offline TA/TO,GDS,1,1,4,F,A,0,Refundable,73,,6,Contract,149.46,2,0,Canceled,2016-08-09
City Hotel,0,172,2017,December,47,30,1,4,2,2,0,BB,ESP,Corporate,Corporate,1,1,1,E,E,1,No Deposit,15,,0,Transient-Party,149.46,0,0,Check-Out,2017-09-14
Resort Hotel,0,294,2017,May,5,4,0,6,3,0,1,HB,PRT,Online TA,Direct,1,0,0,C,E,1,No Deposit,344,,11,Group,149.46,1,1,Check-Out,2016-11-05
Resort Hotel,0,165,2015,March,30,3,4,6,1,1,0,BB,BRA,Offline TA/TO,TA/TO,1,2,1,D,A,1,Non Refund,453,,6,Transient,149.46,1,4,Canceled,2015-09-06
City Hotel,1,308,2016,March,24,8,2,5,3,2,0,FB,DEU,Online TA,Corporate,1,0,2,C,D,3,Non Refund,48,,7,Group,149.46,1,2,Canceled,2015-12-02
City Hotel,0,252,2015,November,27,29,2,4,1,1,1,SC,USA,Online TA,TA/TO,0,2,1,A,B,2,Refundable,219,,4,Group,149.46,2,1,Canceled,2015-11-15
Resort Hotel,0,233,2016,December,14,14,4,2,4,2,1,BB,ITA,Online TA,GDS,1,1,0,B,E,1,No Deposit,370,,9,Contract,149.46,1,3,Canceled,2017-08-29
City Hotel,1,373,2016,January,34,21,1,9,4,0,0,Undefined,ESP,Online TA,Corporate,1,1,1,F,B,4,No Deposit,122,,17,Transient-Party,149.46,2,0,Canceled,2016-09-12
City Hotel,0,345,2016,August,21,25,1,2,4,1,1,HB,NLD,Offline TA/TO,TA/TO,1,0,3,F,A,2,Refundable,381,,11,Transient,149.46,2,0,No-Show,2016-08-27
City Hotel,1,383,2016,October,39,5,3,9,2,2,1,SC,ITA,Online TA,GDS,0,2,0,A,A,0,Non Refund,239,,8,Group,149.46,2,5,No-Show,2017-09-24
Resort Hotel,1,240,2016,December,49,14,4,1,4,2,0,FB,ITA,Corporate,GDS,0,1,3,E,F,0,Non Refund,106,,17,Transient-Party,149.46,1,1,No-Show,2017-02-01
Resort Hotel,0,53,2015,June,18,23,4,4,4,2,0,BB,PRT,Offline TA/TO,Direct,1,2,3,G,A,2,No Deposit,193,,6,Group,149.46,0,4,No-Show,2016-07-04
City Hotel,0,217,2016,February,17,16,0,3,4,2,0,SC,GBR,Corporate,GDS,0,1,1,E,G,3,No Deposit,436,,15,Transient,149.46,0,0,Canceled,2016-06-09
Resort Hotel,0,244,2017,October,29,9,1,10,3,0,1,HB,BRA,Online TA,Direct,0,1,2,E,C,0,Refundable,94,,2,Transient-Party,149.46,0,3,Canceled,2016-08-01
Resort Hotel,1,338,2016,March,24,18,0,2,2,1,1,Undefined,NLD,Direct,TA/TO,0,1,4,F,C,0,No Deposit,472,,17,Transient,149.46,1,0,Check-Out,2016-05-12
Resort Hotel,0,333,2016,November,33,31,1,9,1,0,0,BB,NLD,Offline TA/TO,GDS,0,2,3,B,G,3,No Deposit,192,,3,Transient,149.46,2,4,Check-Out,2016-12-18
City Hotel,0,137,2015,March,13,5,3,8,4,2,1,SC,NLD,Online TA,TA/TO,1,0,0,C,C,2,Refundable,385,,12,Transient-Party,149.46,0,1,Canceled,2016-12-30
City Hotel,1,389,2017,January,23,2,1,10,4,0,0,HB,ESP,Offline TA/TO,TA/TO,1,1,4,E,G,4,Non Refund,125,,4,Transient,149.46,1,1,Check-Out,2015-10-18
Resort Hotel,1,210,2015,July,44,1,3,5,3,1,1,HB,FRA,Direct,GDS,1,0,4,E,C,2,No Deposit,351,,11,Group,149.46,1,1,Canceled,2016-05-03
City Hotel,0,262,2017,December,26,22,3,2,4,2,1,SC,BRA,Corporate,Direct,0,1,1,C,D,0,Non Refund,25,,12,Transient,149.46,2,5,Check-Out,2016-09-19
City Hotel,1,307,2017,November,9,26,0,3,1,2,1,BB,GBR,Corporate,Corporate,0,2,1,F,B,4,Non Refund,40,,4,Contract,149.46,1,5,Check-Out,2016-06-07
Resort Hotel,0,149,2015,January,22,24,2,1,1,1,0,HB,FRA,Online TA,TA/TO,1,0,1,D,A,0,Refundable,346,,18,Transient-Party,149.46,0,2,Canceled,2016-04-30
Resort Hotel,0,76,2015,May,48,5,2,1,2,2,1,BB,FRA,Online TA,Direct,1,2,3,D,C,4,Refundable,23,,12,Transient-Party,149.46,1,2,Canceled,2015-11-30
Resort Hotel,0,254,2015,May,32,9,1,2,3,0,0,Undefined,NLD,Direct,Direct,0,1,0,D,F,1,Non Refund,72,,12,Transient-Party,149.46,1,3,Check-Out,2016-12-25
Resort Hotel,1,296,2017,June,35,15,1,10,4,0,1,Undefined,NLD,Corporate,TA/TO,0,0,1,A,B,2,No Deposit,395,,0,Transient-Party,149.46,2,5,Check-Out,2017-06-05
City Hotel,1,84,2015,January,46,1,0,3,3,0,1,BB,FRA,Offline TA/TO,GDS,1,0,4,C,G,3,No Deposit,40,,15,Group,149.46,0,2,Check-Out,2017-08-07
Resort Hotel,1,199,2017,November,10,15,1,7,2,0,1,Undefined,Other,Online TA,Corporate,0,1,1,C,E,2,Refundable,367,,14,Group,149.46,0,2,Check-Out,2016-10-27
City Hotel,0,216,2017,September,3,28,2,4,3,2,0,FB,NLD,Direct,GDS,0,0,1,A,A,4,No Deposit,180,,0,Transient,149.46,1,1,No-Show,2017-10-21
City Hotel,1,28,2015,December,30,18,0,10,2,1,1,BB,DEU,Offline TA/TO,GDS,1,2,2,A,G,4,No Deposit,138,,9,Transient-Party,149.46,1,2,Check-Out,2016-08-01
Resort Hotel,1,257,2017,March,50,25,1,3,3,2,1,HB,GBR,Offline TA/TO,Corporate,1,0,1,C,E,0,Non Refund,265,,2,Group,149.46,1,4,Canceled,2015-08-16
City Hotel,0,92,2015,December,18,12,1,9,4,1,1,SC,Other,Online TA,Corporate,0,2,3,C,F,3,No Deposit,492,,10,Contract,149.46,0,1,Canceled,2015-09-19
Resort Hotel,0,335,2015,May,34,5,4,3,1,1,1,Undefined,ESP,Direct,Corporate,0,0,3,A,A,2,No Deposit,353,,17,Transient-Party,149.46,0,5,No-Show,2017-12-19
City Hotel,0,165,2016,August,37,25,2,4,1,0,1,HB,USA,Direct,TA/TO,1,2,3,B,A,2,Refundable,379,,13,Transient,149.46,0,5,Canceled,2015-05-08
Resort Hotel,1,268,2015,May,51,8,3,5,3,2,1,SC,USA,Online TA,Direct,1,1,0,G,A,1,No Deposit,460,,11,Transient-Party,149.46,1,1,No-Show,2015-10-01
City Hotel,1,8,2016,March,27,22,2,7,1,2,0,SC,Other,Corporate,Direct,0,1,2,E,A,1,Non Refund,31,,8,Contract,149.46,0,3,Canceled,2016-12-28
Resort Hotel,1,293,2016,January,47,31,0,6,1,1,1,Undefined,PRT,Corporate,Direct,1,1,3,G,B,2,Non Refund,182,,13,Contract,149.46,2,1,No-Show,2016-03-06
City Hotel,1,170,2016,March,4,18,3,9,1,2,1,FB,DEU,Direct,GDS,1,1,3,F,A,2,No Deposit,84,,2,Transient-Party,149.46,1,2,No-Show,2017-08-06
City Hotel,0,332,2016,March,8,1,3,8,1,2,0,FB,ITA,Corporate,TA/TO,0,1,3,A,A,3,Refundable,16,,11,Transient,149.46,0,5,Canceled,2015-03-15
City Hotel,1,207,2015,May,49,6,1,2,4,1,1,BB,FRA,Online TA,Corporate,1,2,2,A,D,4,Refundable,27,,2,Transient,149.46,2,5,Canceled,2017-11-16
City Hotel,1,263,2017,October,4,27,3,4,3,0,1,BB,BRA,Corporate,TA/TO,0,0,2,A,C,0,Refundable,251,,4,Group,149.46,0,3,No-Show,2015-11-03
Resort Hotel,0,73,2017,November,41,19,1,4,4,1,0,Undefined,Other,Online TA,Corporate,0,2,1,C,C,0,No Deposit,276,,15,Transient-Party,149.46,1,4,Check-Out,2015-04-30
City Hotel,1,248,2015,December,23,21,1,5,3,0,1,Undefined,Other,Corporate,TA/TO,1,1,1,A,A,4,No Deposit,217,,6,Group,149.46,2,5,Canceled,2015-07-09
Resort Hotel,1,164,2015,December,18,24,1,1,2,1,0,SC,DEU,Offline TA/TO,TA/TO,1,0,3,A,A,3,Refundable,214,,0,Transient-Party,149.46,0,1,Check-Out,2015-02-19
Resort Hotel,0,130,2016,February,25,12,3,2,3,0,0,SC,Other,Online TA,TA/TO,1,0,1,A,D,2,No Deposit,213,,13,Transient,149.46,1,1,Canceled,2016-08-03
Resort Hotel,1,139,2015,March,20,3,1,5,2,2,1,SC,Other,Direct,Direct,1,2,0,A,F,0,Refundable,290,,19,Group,149.46,1,3,No-Show,2017-06-12
Resort Hotel,0,49,2015,August,37,20,3,1,3,0,1,SC,USA,Online TA,TA/TO,0,0,0,E,B,3,Non Refund,48,,19,Group,149.46,2,1,Check-Out,2015-10-16
City Hotel,1,47,2016,August,12,3,2,7,3,1,0,FB,DEU,Direct,Corporate,1,0,4,C,A,1,Refundable,419,,1,Transient-Party,149.46,0,4,Check-Out,2016-03-07
City Hotel,0,47,2016,January,25,19,4,4,2,1,0,SC,DEU,Offline TA/TO,GDS,0,1,0,B,D,0,No Deposit,33,,13,Contract,149.46,2,5,No-Show,2015-10-06
Resort Hotel,1,170,2015,July,18,18,4,4,2,2,0,HB,NLD,Corporate,GDS,0,0,2,A,A,0,Non Refund,326,,3,Group,149.46,1,0,Canceled,2017-12-16
Resort Hotel,1,240,2016,June,43,14,1,7,3,2,0,SC,GBR,Online TA,TA/TO,1,2,0,B,G,4,Refundable,51,,9,Transient,149.46,1,3,Canceled,2017-10-19
Resort Hotel,1,353,2017,July,44,6,2,5,2,1,1,Undefined,PRT,Direct,Corporate,0,2,3,F,C,1,No Deposit,302,,5,Transient-Party,149.46,0,5,Canceled,2017-12-19
City Hotel,0,109,2017,November,8,1,3,5,4,2,0,SC,FRA,Corporate,Direct,0,1,4,G,G,3,Refundable,482,,0,Transient,149.46,1,2,Check-Out,2016-07-18
City Hotel,0,140,2017,August,14,31,1,5,3,1,1,BB,BRA,Corporate,Direct,1,0,1,F,E,1,No Deposit,49,,17,Contract,149.46,0,5,No-Show,2016-11-10
Resort Hotel,1,230,2016,September,18,20,4,7,2,0,0,FB,Other,Online TA,TA/TO,0,1,4,A,D,0,Refundable,95,,12,Transient,149.46,1,2,Check-Out,2016-01-26
City Hotel,1,231,2015,December,1,27,1,6,2,1,0,Undefined,ESP,Offline TA/TO,Corporate,1,1,0,F,F,0,Refundable,103,,0,Transient,149.46,0,0,Check-Out,2015-02-14
Resort Hotel,1,276,2017,December,46,28,3,4,2,2,0,Undefined,ITA,Corporate,GDS,1,1,3,G,A,0,Non Refund,28,,4,Transient-Party,149.46,0,0,No-Show,2015-09-04
City Hotel,1,303,2015,May,35,22,0,9,3,2,0,BB,Other,Offline TA/TO,TA/TO,1,2,0,B,D,3,Refundable,379,,7,Contract,149.46,1,3,No-Show,2017-05-24
City Hotel,0,67,2016,April,35,19,0,1,1,1,0,SC,FRA,Offline TA/TO,Direct,0,0,3,C,F,1,Refundable,117,,15,Contract,149.46,0,4,Canceled,2015-05-26
Resort Hotel,1,347,2015,April,33,22,0,10,3,0,1,FB,USA,Direct,GDS,1,1,3,C,G,4,Non Refund,142,,12,Transient,149.46,1,0,No-Show,2016-07-22
City Hotel,1,247,2016,November,38,6,1,10,3,0,1,Undefined,FRA,Corporate,TA/TO,1,1,2,A,E,2,Non Refund,119,,3,Transient,149.46,2,2,Canceled,2016-05-26
City Hotel,1,162,2015,July,11,21,2,3,1,2,0,SC,ITA,Offline TA/TO,TA/TO,1,0,4,A,C,1,Refundable,92,,11,Contract,149.46,2,5,Check-Out,2017-09-09
Resort Hotel,1,219,2017,May,16,5,2,2,2,2,1,SC,ITA,Corporate,TA/TO,1,0,1,E,F,1,Refundable,34,,16,Contract,149.46,2,1,Check-Out,2017-12-02
Resort Hotel,1,60,2016,October,32,17,0,10,1,1,0,Undefined,DEU,Corporate,Direct,1,2,2,E,D,4,Refundable,159,,9,Group,149.46,1,0,Canceled,2017-02-22
Resort Hotel,1,311,2016,March,35,2,3,2,1,1,1,Undefined,USA,Online TA,Corporate,0,0,0,F,B,2,No Deposit,486,,7,Contract,149.46,2,2,Canceled,2017-01-21
City Hotel,1,157,2016,March,35,6,1,5,2,2,1,FB,USA,Direct,Corporate,0,2,3,F,B,0,No Deposit,279,,8,Transient,149.46,1,5,Check-Out,2016-08-30
Resort Hotel,1,105,2017,May,25,4,4,10,1,2,1,SC,ESP,Online TA,Direct,0,0,3,F,D,2,Non Refund,418,,17,Contract,149.46,2,2,Check-Out,2016-09-23
Resort Hotel,0,88,2015,April,20,5,0,8,2,0,0,HB,GBR,Offline TA/TO,TA/TO,1,1,0,E,A,0,Refundable,32,,11,Transient-Party,149.46,1,3,Canceled,2015-09-24
City Hotel,0,222,2017,December,3,9,4,4,2,1,1,SC,ITA,Corporate,GDS,0,0,1,G,E,0,Non Refund,472,,2,Contract,149.46,0,0,Check-Out,2015-08-27
Resort Hotel,1,282,2015,February,31,12,0,7,4,0,0,SC,USA,Direct,TA/TO,1,2,4,A,E,2,Refundable,70,,13,Group,149.46,1,3,Canceled,2016-07-17
City Hotel,1,188,2015,May,26,1,4,3,2,2,0,FB,FRA,Direct,GDS,1,0,0,E,C,1,No Deposit,61,,4,Transient-Party,149.46,0,1,No-Show,2015-08-03
Resort Hotel,1,291,2016,September,20,9,0,4,2,2,1,SC,PRT,Corporate,Corporate,0,1,1,C,A,2,Refundable,247,,4,Group,149.46,1,2,No-Show,2017-08-24
Resort Hotel,1,284,2017,February,27,21,4,6,4,1,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,1,F,B,2,Non Refund,485,,8,Transient-Party,149.46,0,4,Canceled,2015-06-05
Resort Hotel,1,249,2016,January,46,4,2,4,3,0,1,BB,DEU,Direct,Direct,0,0,3,G,C,4,Refundable,339,,13,Transient,149.46,1,2,No-Show,2015-02-28
Resort Hotel,0,96,2015,April,49,25,1,5,3,0,1,Undefined,NLD,Direct,Corporate,1,2,2,D,D,4,Non Refund,115,,13,Group,149.46,2,4,Canceled,2017-02-15
City Hotel,0,143,2016,July,45,25,0,5,3,0,0,FB,BRA,Online TA,GDS,0,0,1,G,F,4,No Deposit,269,,1,Transient-Party,149.46,0,5,No-Show,2015-08-29
City Hotel,0,171,2015,October,51,12,1,9,3,2,0,SC,GBR,Online TA,Corporate,0,2,1,C,C,0,No Deposit,270,,13,Transient,149.46,2,2,Check-Out,2015-06-14
Resort Hotel,0,221,2015,March,41,23,1,3,3,0,0,FB,ITA,Corporate,GDS,1,2,2,C,A,4,Refundable,228,,14,Transient-Party,149.46,0,0,Check-Out,2017-10-24
City Hotel,0,227,2016,June,47,21,1,5,2,1,1,HB,DEU,Offline TA/TO,GDS,1,0,1,F,B,4,Non Refund,322,,3,Transient,149.46,2,1,No-Show,2017-07-17
City Hotel,1,222,2015,November,33,9,0,1,4,2,0,BB,Other,Direct,GDS,0,0,3,E,F,0,Non Refund,189,,11,Group,149.46,2,4,Canceled,2017-08-16
City Hotel,0,379,2016,August,28,1,1,5,1,1,0,BB,Other,Online TA,TA/TO,0,1,0,C,D,0,No Deposit,233,,19,Group,149.46,0,2,Canceled,2016-09-19
Resort Hotel,0,39,2015,March,38,2,3,9,2,0,0,FB,FRA,Direct,Corporate,1,2,3,C,F,3,Non Refund,325,,7,Transient-Party,149.46,1,1,No-Show,2017-08-26
Resort Hotel,0,294,2017,December,33,30,1,1,4,1,1,Undefined,ESP,Corporate,Direct,1,1,3,A,E,3,Refundable,269,,8,Transient-Party,149.46,2,0,No-Show,2015-04-19
City Hotel,0,329,2015,November,35,30,0,4,1,1,0,Undefined,GBR,Online TA,Corporate,1,2,1,E,D,2,Non Refund,85,,2,Contract,149.46,1,1,Canceled,2016-12-13
City Hotel,0,109,2017,July,4,13,3,4,2,1,1,BB,PRT,Online TA,TA/TO,1,1,1,D,F,4,No Deposit,230,,16,Group,149.46,2,5,Canceled,2017-11-27
Resort Hotel,0,96,2015,May,46,9,0,8,3,2,1,BB,USA,Direct,Corporate,1,0,2,F,A,2,Refundable,52,,0,Group,149.46,1,1,Canceled,2017-01-03
Resort Hotel,1,373,2017,February,9,26,2,1,1,0,1,SC,GBR,Offline TA/TO,Corporate,1,1,3,D,D,0,Non Refund,323,,19,Contract,149.46,1,4,Check-Out,2015-01-01
Resort Hotel,0,232,2017,March,43,24,3,1,4,1,1,BB,DEU,Direct,Corporate,1,0,3,F,D,1,No Deposit,466,,10,Group,149.46,0,3,No-Show,2015-11-09
City Hotel,0,65,2017,December,50,18,3,1,3,1,0,HB,USA,Corporate,TA/TO,1,1,2,D,F,2,Non Refund,306,,16,Transient,149.46,2,5,No-Show,2016-01-22
City Hotel,0,140,2017,March,16,5,2,9,2,2,0,FB,BRA,Offline TA/TO,Direct,0,1,1,B,C,3,Non Refund,396,,14,Contract,149.46,1,5,Canceled,2016-03-25
Resort Hotel,0,399,2015,August,27,25,4,3,3,1,0,BB,GBR,Direct,Direct,1,1,1,F,G,4,Non Refund,199,,18,Contract,149.46,0,2,Canceled,2017-10-10
Resort Hotel,1,56,2017,October,6,17,4,1,4,0,1,SC,USA,Online TA,TA/TO,0,1,4,A,C,4,No Deposit,334,,0,Group,149.46,2,1,Check-Out,2017-11-06
Resort Hotel,0,236,2016,February,12,27,3,7,2,1,0,FB,NLD,Offline TA/TO,Direct,1,0,3,E,A,0,No Deposit,426,,5,Contract,149.46,2,3,Check-Out,2017-06-03
Resort Hotel,0,293,2017,May,31,14,1,6,4,1,1,FB,GBR,Direct,Direct,1,1,3,B,A,2,Non Refund,151,,1,Transient-Party,149.46,2,4,Canceled,2016-06-21
Resort Hotel,1,177,2015,October,19,18,3,7,1,1,1,FB,GBR,Direct,Direct,1,2,4,E,C,2,Non Refund,451,,6,Contract,149.46,0,1,Canceled,2016-08-09
Resort Hotel,1,277,2017,December,10,12,1,9,3,0,0,BB,DEU,Corporate,TA/TO,1,1,0,F,A,1,Refundable,104,,2,Transient,149.46,1,4,No-Show,2017-05-19
Resort Hotel,1,294,2016,September,47,18,2,9,1,0,1,Undefined,DEU,Online TA,Corporate,1,0,2,F,F,2,Refundable,17,,13,Transient-Party,149.46,1,0,Canceled,2016-03-25
City Hotel,0,198,2015,November,13,25,0,2,2,2,1,SC,ESP,Online TA,GDS,0,2,0,D,D,4,Non Refund,157,,3,Group,149.46,2,0,Canceled,2015-06-22
Resort Hotel,0,108,2016,April,3,5,3,6,4,1,0,FB,NLD,Offline TA/TO,Corporate,0,2,3,G,E,1,No Deposit,250,,5,Contract,149.46,2,3,Canceled,2015-02-16
City Hotel,1,23,2017,October,32,31,3,10,2,2,1,BB,DEU,Direct,Direct,0,1,1,C,E,2,Refundable,430,,13,Transient,149.46,1,5,Check-Out,2017-07-02
City Hotel,0,258,2015,June,2,1,4,9,2,0,1,SC,ITA,Corporate,Direct,1,0,2,E,B,0,Non Refund,210,,0,Transient,149.46,1,3,Canceled,2015-05-08
City Hotel,1,87,2015,July,52,9,3,8,3,0,0,HB,ESP,Offline TA/TO,GDS,0,2,3,A,G,3,No Deposit,263,,17,Transient,149.46,2,5,Check-Out,2017-04-24
City Hotel,1,6,2017,January,30,24,4,9,1,1,0,HB,Other,Corporate,Direct,0,2,0,D,G,4,Non Refund,138,,16,Group,149.46,1,0,Canceled,2016-08-21
Resort Hotel,1,181,2016,January,31,25,2,2,3,2,0,FB,DEU,Corporate,Corporate,0,0,1,E,A,4,Non Refund,25,,3,Transient-Party,149.46,0,3,Canceled,2016-08-14
Resort Hotel,1,209,2015,April,14,30,2,1,4,1,1,SC,ITA,Offline TA/TO,Direct,0,1,4,E,G,1,No Deposit,227,,12,Transient,149.46,0,4,Canceled,2016-01-23
Resort Hotel,0,329,2015,September,23,19,1,5,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,3,F,B,2,Refundable,79,,1,Transient-Party,149.46,1,5,No-Show,2015-07-21
Resort Hotel,1,171,2016,December,21,7,0,10,3,0,1,Undefined,DEU,Corporate,Direct,0,2,0,E,B,2,Refundable,177,,18,Transient-Party,149.46,1,0,Canceled,2016-11-30
Resort Hotel,1,322,2017,October,9,16,1,5,1,2,1,BB,NLD,Online TA,Corporate,1,1,2,G,E,0,No Deposit,469,,1,Transient-Party,149.46,0,5,Canceled,2015-05-25
City Hotel,1,110,2017,May,17,9,2,8,3,2,1,FB,ESP,Offline TA/TO,Direct,0,2,0,E,E,3,Refundable,252,,4,Transient-Party,149.46,1,4,No-Show,2016-11-19
Resort Hotel,0,217,2017,March,8,3,2,10,2,2,1,SC,FRA,Direct,Corporate,0,1,2,A,D,1,No Deposit,481,,8,Transient,149.46,1,0,No-Show,2016-03-15
Resort Hotel,1,281,2015,November,20,20,3,2,1,2,1,FB,BRA,Offline TA/TO,TA/TO,1,2,0,B,B,3,Refundable,405,,6,Contract,149.46,2,2,Check-Out,2015-10-26
City Hotel,0,345,2017,May,15,13,3,3,3,2,1,FB,FRA,Direct,GDS,0,1,3,F,F,3,No Deposit,23,,9,Group,149.46,2,0,Check-Out,2017-10-24
Resort Hotel,0,267,2015,September,49,24,1,10,3,1,1,SC,BRA,Direct,Direct,0,1,1,E,E,3,Refundable,148,,3,Transient-Party,149.46,1,4,No-Show,2015-12-19
City Hotel,1,156,2017,March,32,23,1,3,2,0,0,FB,USA,Online TA,GDS,1,0,3,E,G,4,Refundable,61,,8,Transient-Party,149.46,2,0,Canceled,2015-03-29
Resort Hotel,0,396,2016,March,46,10,0,6,4,0,1,SC,USA,Offline TA/TO,GDS,1,1,4,A,D,0,Non Refund,371,,7,Transient-Party,149.46,0,1,Check-Out,2017-09-05
Resort Hotel,0,267,2016,August,33,20,0,10,4,2,1,BB,USA,Direct,Direct,0,2,1,F,D,3,Non Refund,296,,4,Group,149.46,1,5,Canceled,2017-08-11
City Hotel,0,372,2016,June,28,6,0,9,1,0,1,BB,GBR,Online TA,TA/TO,0,0,1,E,C,1,Non Refund,204,,5,Group,149.46,1,3,Canceled,2015-03-18
City Hotel,1,186,2017,September,45,14,4,5,2,2,0,SC,Other,Corporate,TA/TO,0,0,4,F,G,3,Non Refund,499,,11,Contract,149.46,1,2,Check-Out,2015-01-14
City Hotel,1,304,2017,February,44,21,4,10,4,2,1,Undefined,DEU,Online TA,TA/TO,1,2,2,A,F,0,No Deposit,51,,14,Transient-Party,149.46,0,3,Canceled,2017-06-13
City Hotel,1,143,2015,October,48,20,1,4,1,1,0,BB,DEU,Online TA,TA/TO,1,1,4,B,E,3,No Deposit,293,,5,Group,149.46,1,5,No-Show,2015-12-27
